source,target,prov,context,age,weight,date
https://dati.cortecostituzionale.it/ontology/Pronuncia/25/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1989,DIRITTO,IT-COST-1990-25_DIRITTO_line-3,300,1,1990-01-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/364/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1986,DIRITTO|FATTO,IT-COST-1987-364_DIRITTO_line-9_PAR-3|IT-COST-1987-364_FATTO_line-6_PAR-3,530,2,1987-10-15
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/239/1997,DIRITTO,IT-COST-2004-193_DIRITTO_line-5,2533,1,2004-06-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/26/1998,DIRITTO,IT-COST-2004-193_DIRITTO_line-5,2310,1,2004-06-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/359/1997,DIRITTO,IT-COST-2004-193_DIRITTO_line-5,2407,1,2004-06-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/102/2008,DIRITTO,IT-COST-2019-122_DIRITTO_line-51_PAR-5.1,4052,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/209/2018,DIRITTO,IT-COST-2019-122_DIRITTO_line-21_PAR-4.1,179,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/455/2005,DIRITTO,IT-COST-2019-122_DIRITTO_line-26_PAR-4.2,4896,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/118/2017,DIRITTO,IT-COST-2019-122_DIRITTO_line-51_PAR-5.1,728,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/288/2012,FATTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-2019-122_FATTO_line-5_PAR-4|IT-COST-2019-122_DIRITTO_line-15_PAR-3.3|IT-COST-2019-122_DIRITTO_line-11_PAR-3|IT-COST-2019-122_DIRITTO_line-29_PAR-4.3,2343,4,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,DIRITTO,IT-COST-2019-122_DIRITTO_line-47_PAR-5,2685,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/122/2019,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2011,DIRITTO,IT-COST-2019-122_DIRITTO_line-48_PAR-5,2733,1,2019-04-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/85/1969,DIRITTO,IT-COST-1973-167_DIRITTO_line-7_PAR-2,1686,1,1973-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/23/1968,DIRITTO,IT-COST-1973-167_DIRITTO_line-7_PAR-2,2051,1,1973-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/167/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/30/1964,DIRITTO|DIRITTO|FATTO,IT-COST-1973-167_DIRITTO_line-7_PAR-2|IT-COST-1973-167_DIRITTO_line-6_PAR-2|IT-COST-1973-167_FATTO_line-6_PAR-1,3527,3,1973-11-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/206/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/51/1988,DIRITTO,IT-COST-1991-206_DIRITTO_line-2,1208,1,1991-04-23
https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1972,DISPOSITIVO|DIRITTO|DIRITTO,IT-COST-1973-102_DISPOSITIVO_line-1|IT-COST-1973-102_DIRITTO_line-1|IT-COST-1973-102_DIRITTO_line-4,338,3,1973-06-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/26/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2007,FATTO|DIRITTO,IT-COST-2015-26_FATTO_line-10_PAR-5.3|IT-COST-2015-26_DIRITTO_line-11_PAR-4,2826,2,2015-01-28
https://dati.cortecostituzionale.it/ontology/Pronuncia/328/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/263/1994,FATTO|DIRITTO,IT-COST-1995-328_FATTO_line-12|IT-COST-1995-328_DIRITTO_line-2,388,2,1995-07-10
https://dati.cortecostituzionale.it/ontology/Pronuncia/100/1964,https://dati.cortecostituzionale.it/ontology/Pronuncia/91/1964,DIRITTO,IT-COST-1964-100_DIRITTO_line-5_PAR-2,11,1,1964-12-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/100/1964,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1961,FATTO,IT-COST-1964-100_FATTO_line-9_PAR-3,1347,1,1964-12-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/100/1964,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1963,FATTO|DIRITTO|FATTO|DIRITTO,IT-COST-1964-100_FATTO_line-6_PAR-2|IT-COST-1964-100_DIRITTO_line-5_PAR-2|IT-COST-1964-100_FATTO_line-12_PAR-3|IT-COST-1964-100_DIRITTO_line-7_PAR-3,608,4,1964-12-03
https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/78/2016,DIRITTO,IT-COST-2018-18_DIRITTO_line-8_PAR-3,666,1,2017-12-06
https://dati.cortecostituzionale.it/ontology/Pronuncia/64/1968,https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,DIRITTO,IT-COST-1968-64_DIRITTO_line-1,330,1,1968-05-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/321/1989,DIRITTO,IT-COST-1993-295_DIRITTO_line-19_PAR-5.2,1486,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1972,FATTO,IT-COST-1993-295_FATTO_line-20_PAR-3,7674,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/54/1992,FATTO,IT-COST-1993-295_FATTO_line-33_PAR-8,499,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/556/1987,DIRITTO,IT-COST-1993-295_DIRITTO_line-11_PAR-2.2,2023,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/204/1987,DIRITTO,IT-COST-1993-295_DIRITTO_line-16_PAR-5.1,2226,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/214/1987,DIRITTO,IT-COST-1993-295_DIRITTO_line-16_PAR-5.1,2215,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/294/1990,DIRITTO|DIRITTO|DIRITTO,IT-COST-1993-295_DIRITTO_line-18_PAR-5.2|IT-COST-1993-295_DIRITTO_line-16_PAR-5.1|IT-COST-1993-295_DIRITTO_line-39_PAR-8.1,1112,3,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/272/1986,DIRITTO|DIRITTO,IT-COST-1993-295_DIRITTO_line-16_PAR-5.1|IT-COST-1993-295_DIRITTO_line-41_PAR-8.1,2386,2,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/295/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/271/1986,DIRITTO|DIRITTO|DIRITTO,IT-COST-1993-295_DIRITTO_line-54_PAR-9|IT-COST-1993-295_DIRITTO_line-16_PAR-5.1|IT-COST-1993-295_DIRITTO_line-53_PAR-9,2386,3,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/134/1982,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,6223,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/108/1983,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,5935,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/143/1982,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,6210,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/948/1988,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,4016,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/239/1993,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,2267,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/370/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/556/1987,DIRITTO,IT-COST-1999-370_DIRITTO_line-2,4241,1,1999-07-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/195/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/114/1970,DIRITTO|DISPOSITIVO,IT-COST-1971-195_DIRITTO_line-1|IT-COST-1971-195_DISPOSITIVO_line-1,512,2,1971-11-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/1113/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1987,FATTO,IT-COST-1988-1113_FATTO_line-7_PAR-2,701,1,1988-12-12
https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/48/1978,DIRITTO,IT-COST-1979-144_DIRITTO_line-1,595,1,1979-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1977,DIRITTO,IT-COST-1979-144_DIRITTO_line-1,730,1,1979-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/77/1978,DIRITTO,IT-COST-1979-144_DIRITTO_line-1,504,1,1979-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1979,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,DIRITTO|DIRITTO|DISPOSITIVO,IT-COST-1979-144_DIRITTO_line-1|IT-COST-1979-144_DIRITTO_line-3|IT-COST-1979-144_DISPOSITIVO_line-1,960,3,1979-11-30
https://dati.cortecostituzionale.it/ontology/Pronuncia/285/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/143/1982,DIRITTO,IT-COST-2004-285_DIRITTO_line-22_PAR-5,8037,1,2004-07-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/285/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/16/2002,DIRITTO|DIRITTO|FATTO,IT-COST-2004-285_DIRITTO_line-19_PAR-4|IT-COST-2004-285_DIRITTO_line-27_PAR-6|IT-COST-2004-285_FATTO_line-14_PAR-3,903,3,2004-07-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/338/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,DIRITTO|DIRITTO,IT-COST-1987-338_DIRITTO_line-4|IT-COST-1987-338_DIRITTO_line-2,2905,2,1987-10-14
https://dati.cortecostituzionale.it/ontology/Pronuncia/302/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/279/1993,DIRITTO,IT-COST-1993-302_DIRITTO_line-2,21,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/302/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/102/1993,DIRITTO,IT-COST-1993-302_DIRITTO_line-2,104,1,1993-06-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/58/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1956,DIRITTO,IT-COST-1957-58_DIRITTO_line-16,273,1,1957-04-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/58/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1957,DIRITTO|DIRITTO|FATTO|FATTO,IT-COST-1957-58_DIRITTO_line-4|IT-COST-1957-58_DIRITTO_line-6|IT-COST-1957-58_FATTO_line-9|IT-COST-1957-58_FATTO_line-20,81,4,1957-04-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1973,https://dati.cortecostituzionale.it/ontology/Pronuncia/44/1966,FATTO|FATTO|DIRITTO|DIRITTO,IT-COST-1973-129_FATTO_line-7|IT-COST-1973-129_FATTO_line-10|IT-COST-1973-129_DIRITTO_line-5_PAR-3|IT-COST-1973-129_DIRITTO_line-2_PAR-2,2611,4,1973-06-28
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/239/1983,DIRITTO,IT-COST-1984-243_DIRITTO_line-1,371,1,1984-07-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,DIRITTO|DIRITTO,IT-COST-1984-243_DIRITTO_line-3|IT-COST-1984-243_DIRITTO_line-1,1726,2,1984-07-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/150/1984,DIRITTO,IT-COST-1984-243_DIRITTO_line-2,67,1,1984-07-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/119/2007,FATTO,IT-COST-2012-181_FATTO_line-6,1924,1,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/325/2001,FATTO,IT-COST-2012-181_FATTO_line-6,4002,1,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/310/2002,FATTO,IT-COST-2012-181_FATTO_line-6,3661,1,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/165/2000,FATTO,IT-COST-2012-181_FATTO_line-11,4424,1,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/217/2010,FATTO|FATTO|DIRITTO,IT-COST-2012-181_FATTO_line-6|IT-COST-2012-181_FATTO_line-10|IT-COST-2012-181_DIRITTO_line-10,755,3,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/109/2012,DIRITTO,IT-COST-2012-181_DIRITTO_line-10,76,1,2012-07-02
https://dati.cortecostituzionale.it/ontology/Pronuncia/67/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/173/1986,DIRITTO,IT-COST-2018-67_DIRITTO_line-36_PAR-4,11589,1,2018-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/67/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/227/2016,DIRITTO,IT-COST-2018-67_DIRITTO_line-13_PAR-2.2,526,1,2018-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/67/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/269/2015,DIRITTO,IT-COST-2018-67_DIRITTO_line-13_PAR-2.2,834,1,2018-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/67/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/133/1984,DIRITTO,IT-COST-2018-67_DIRITTO_line-19_PAR-3.1,12383,1,2018-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/67/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/173/2016,DIRITTO,IT-COST-2018-67_DIRITTO_line-40_PAR-4,625,1,2018-02-21
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/158/2020,ALLEGATO,IT-COST-2020-234_ALLEGATO_line-5,111,1,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/70/2015,DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO|ALLEGATO|DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-49_PAR-15.2.3|IT-COST-2020-234_DIRITTO_line-52_PAR-15.2.4|IT-COST-2020-234_DIRITTO_line-45_PAR-15.2.1|IT-COST-2020-234_DIRITTO_line-53_PAR-15.3|IT-COST-2020-234_DIRITTO_line-40_PAR-15.2|IT-COST-2020-234_ALLEGATO_line-5|IT-COST-2020-234_DIRITTO_line-42_PAR-15.2|IT-COST-2020-234_DIRITTO_line-41_PAR-15.2,2020,8,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/250/2017,DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-50_PAR-15.2.3|IT-COST-2020-234_DIRITTO_line-48_PAR-15.2.2|IT-COST-2020-234_DIRITTO_line-53_PAR-15.3|IT-COST-2020-234_DIRITTO_line-58_PAR-15.4.2|IT-COST-2020-234_DIRITTO_line-32_PAR-14.2|IT-COST-2020-234_DIRITTO_line-40_PAR-15.2|IT-COST-2020-234_DIRITTO_line-41_PAR-15.2|IT-COST-2020-234_DIRITTO_line-44_PAR-15.2.1,1074,8,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/241/2012,DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-74_PAR-16.1|IT-COST-2020-234_DIRITTO_line-83_PAR-16.3,2931,2,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/2003,DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-110_PAR-18.9|IT-COST-2020-234_DIRITTO_line-75_PAR-16.1,6493,2,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/84/2010,DIRITTO,IT-COST-2020-234_DIRITTO_line-29_PAR-14.1,3902,1,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/173/2016,DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-98_PAR-18.1|IT-COST-2020-234_DIRITTO_line-100_PAR-18.3|IT-COST-2020-234_DIRITTO_line-41_PAR-15.2|IT-COST-2020-234_DIRITTO_line-109_PAR-18.8|IT-COST-2020-234_DIRITTO_line-106_PAR-18.7|IT-COST-2020-234_DIRITTO_line-31_PAR-14.2,1580,6,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/178/2015,DIRITTO,IT-COST-2020-234_DIRITTO_line-118_PAR-18.11,1936,1,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/133/2011,DIRITTO,IT-COST-2020-234_DIRITTO_line-29_PAR-14.1,3498,1,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/234/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/116/2013,DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-2020-234_DIRITTO_line-73_PAR-16.1|IT-COST-2020-234_DIRITTO_line-83_PAR-16.3|IT-COST-2020-234_DIRITTO_line-74_PAR-16.1|IT-COST-2020-234_DIRITTO_line-125_PAR-18.12,2714,4,2020-10-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/22/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/158/1973,DIRITTO,IT-COST-1988-22_DIRITTO_line-1,5172,1,1988-01-13
https://dati.cortecostituzionale.it/ontology/Pronuncia/104/1980,https://dati.cortecostituzionale.it/ontology/Pronuncia/126/1979,DIRITTO,IT-COST-1980-104_DIRITTO_line-1,230,1,1980-06-19
https://dati.cortecostituzionale.it/ontology/Pronuncia/124/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/113/1957,DIRITTO,IT-COST-1957-124_DIRITTO_line-9,120,1,1957-10-31
https://dati.cortecostituzionale.it/ontology/Pronuncia/124/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1957,DIRITTO,IT-COST-1957-124_DIRITTO_line-9,283,1,1957-10-31
https://dati.cortecostituzionale.it/ontology/Pronuncia/124/1957,https://dati.cortecostituzionale.it/ontology/Pronuncia/58/1957,DIRITTO,IT-COST-1957-124_DIRITTO_line-9,202,1,1957-10-31
https://dati.cortecostituzionale.it/ontology/Pronuncia/77/2013,https://dati.cortecostituzionale.it/ontology/Pronuncia/99/2012,DIRITTO,IT-COST-2013-77_DIRITTO_line-6_PAR-4.1,369,1,2013-04-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/156/2002,DIRITTO,IT-COST-2004-103_DIRITTO_line-13_PAR-6,695,1,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/405/2000,DIRITTO,IT-COST-2004-103_DIRITTO_line-23_PAR-8,1340,1,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/103/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/66/2001,DIRITTO,IT-COST-2004-103_DIRITTO_line-18_PAR-7,1112,1,2004-03-22
https://dati.cortecostituzionale.it/ontology/Pronuncia/120/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/186/1972,DIRITTO,IT-COST-1992-120_DIRITTO_line-14_PAR-4.1,7032,1,1992-03-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/120/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/214/1974,DIRITTO,IT-COST-1992-120_DIRITTO_line-14_PAR-4.1,6467,1,1992-03-05
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/116/2013,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,1633,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/2015,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,1017,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,7521,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/223/2012,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,1870,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/449/1998,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,6906,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/23/2005,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,4692,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/352/1995,DIRITTO,IT-COST-2017-243_DIRITTO_line-6,8162,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/243/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/153/2016,DIRITTO,IT-COST-2017-243_DIRITTO_line-13,519,1,2017-10-24
https://dati.cortecostituzionale.it/ontology/Pronuncia/89/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1980,DISPOSITIVO|DIRITTO,IT-COST-1981-89_DISPOSITIVO_line-1_ITEM-1|IT-COST-1981-89_DIRITTO_line-2,432,2,1981-04-08
https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/129/1968,DIRITTO,IT-COST-1996-168_DIRITTO_line-3,10017,1,1996-05-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1969,DIRITTO,IT-COST-1996-168_DIRITTO_line-3,9829,1,1996-05-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1964,DIRITTO,IT-COST-1996-168_DIRITTO_line-3,11665,1,1996-05-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/358/1994,DIRITTO,IT-COST-1996-168_DIRITTO_line-2,667,1,1996-05-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/168/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/444/1995,DIRITTO,IT-COST-1996-168_DIRITTO_line-2,213,1,1996-05-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/114/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/222/2019,DIRITTO|DIRITTO|DIRITTO|DIRITTO|DIRITTO,IT-COST-2020-114_DIRITTO_line-2|IT-COST-2020-114_DIRITTO_line-4|IT-COST-2020-114_DIRITTO_line-6|IT-COST-2020-114_DIRITTO_line-9|IT-COST-2020-114_DIRITTO_line-8,232,5,2020-05-20
https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1963,DIRITTO|FATTO,IT-COST-1965-50_DIRITTO_line-3_PAR-1|IT-COST-1965-50_FATTO_line-6_PAR-2,809,2,1965-06-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,https://dati.cortecostituzionale.it/ontology/Pronuncia/45/1964,DIRITTO|FATTO,IT-COST-1965-50_DIRITTO_line-2_PAR-1|IT-COST-1965-50_FATTO_line-6_PAR-2,375,2,1965-06-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/41/1984,https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,DIRITTO,IT-COST-1984-41_DIRITTO_line-1,455,1,1984-02-16
https://dati.cortecostituzionale.it/ontology/Pronuncia/322/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/143/1995,DIRITTO,IT-COST-1996-322_DIRITTO_line-5,449,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/322/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/1996,DIRITTO,IT-COST-1996-322_DIRITTO_line-5,133,1,1996-07-18
https://dati.cortecostituzionale.it/ontology/Pronuncia/322/1996,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1996,DIRITTO|DIRITTO,IT-COST-1996-322_DIRITTO_line-3|IT-COST-1996-322_DIRITTO_line-2,172,2,1996-07-18
