source,target,date,age,weight
https://dati.cortecostituzionale.it/ontology/Pronuncia/191/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/288/2004,2007-06-05,1057,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/164/1974,1992-04-13,6530,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/30/1979,1992-04-13,4727,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/548/1987,1992-04-13,1599,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1981,2015-07-08,12585,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/270/2012,2015-07-08,961,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2015,https://dati.cortecostituzionale.it/ontology/Pronuncia/95/2012,2015-07-08,1190,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/288/2012,2018-10-10,2129,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/192/2018,https://dati.cortecostituzionale.it/ontology/Pronuncia/47/2017,2018-10-10,610,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/132/1988,1989-04-10,439,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/954/1988,1989-04-10,276,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/239/1997,2004-06-21,2530,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/26/1998,2004-06-21,2310,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2004,https://dati.cortecostituzionale.it/ontology/Pronuncia/359/1997,2004-06-21,2412,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/155/2006,2007-06-05,426,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/241/2004,2007-06-05,1062,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/37/2004,2007-06-05,1232,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/381/2004,2007-06-05,916,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/2004,2007-06-05,901,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/173/1986,1991-04-12,1750,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1994,https://dati.cortecostituzionale.it/ontology/Pronuncia/389/1993,1994-05-11,189,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/128/1986,1995-05-18,3284,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/212/1989,1995-05-18,2227,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/364/1987,1995-05-18,2772,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/452/1987,1995-05-18,2744,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/83/1989,1995-05-18,2276,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/194/1995,https://dati.cortecostituzionale.it/ontology/Pronuncia/97/1994,1995-05-18,434,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/195/1971,https://dati.cortecostituzionale.it/ontology/Pronuncia/114/1970,1971-11-13,513,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/122/1981,1981-11-26,156,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/146/1981,1981-11-26,154,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/147/1981,1981-11-26,135,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/49/1981,1981-11-26,246,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1964,1982-11-18,6559,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,https://dati.cortecostituzionale.it/ontology/Pronuncia/215/1976,1982-11-18,2317,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1982,https://dati.cortecostituzionale.it/ontology/Pronuncia/287/1974,1982-11-18,2891,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/348/1987,1997-06-17,3533,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/1997,https://dati.cortecostituzionale.it/ontology/Pronuncia/48/1988,1997-06-17,3442,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/2022,https://dati.cortecostituzionale.it/ontology/Pronuncia/318/2004,2022-06-23,6447,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/196/2022,https://dati.cortecostituzionale.it/ontology/Pronuncia/362/2000,2022-06-23,8016,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/197/1975,https://dati.cortecostituzionale.it/ontology/Pronuncia/16/1965,1975-06-27,3753,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/197/1975,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1962,1975-06-27,4903,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/197/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/651/1988,1989-04-10,305,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/197/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/807/1988,1989-04-10,280,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/197/2022,https://dati.cortecostituzionale.it/ontology/Pronuncia/149/2017,2022-06-23,1906,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1972,1976-07-15,1309,5
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/119/1981,1981-11-26,156,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/29/1963,1983-06-23,7415,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1982,1983-06-23,454,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/87/1962,1983-06-23,7660,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1998,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1988,1998-05-20,3780,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1998,https://dati.cortecostituzionale.it/ontology/Pronuncia/321/1987,1998-05-20,3871,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1999,https://dati.cortecostituzionale.it/ontology/Pronuncia/363/1993,1999-05-24,2173,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/198/2010,https://dati.cortecostituzionale.it/ontology/Pronuncia/522/2002,2010-06-07,2755,6
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/1981,https://dati.cortecostituzionale.it/ontology/Pronuncia/151/1981,1981-11-26,134,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2008,https://dati.cortecostituzionale.it/ontology/Pronuncia/130/2008,2008-05-21,16,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/288/2012,2016-06-21,1288,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/296/2003,2016-06-21,4656,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/451/2007,2016-06-21,3114,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/455/2005,2016-06-21,3842,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/507/2000,2016-06-21,5699,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/121/2016,2017-07-05,441,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/165/2000,2017-07-05,6250,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/18/2000,2017-07-05,6384,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/217/2000,2017-07-05,6236,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/303/2002,2017-07-05,5495,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/316/2008,2017-07-05,3263,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/329/2000,2017-07-05,6203,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/330/2000,2017-07-05,6203,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/410/2007,2017-07-05,3514,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/44/2016,2017-07-05,511,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/199/2017,https://dati.cortecostituzionale.it/ontology/Pronuncia/8/1999,2017-07-05,6743,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/4/1957,1962-01-23,1833,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1962,https://dati.cortecostituzionale.it/ontology/Pronuncia/48/1961,1962-01-23,203,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/5/1958,1967-01-17,3280,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1967,https://dati.cortecostituzionale.it/ontology/Pronuncia/52/1957,1967-01-17,3570,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/89/1982,1989-01-09,2449,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/211/1998,1999-12-17,576,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/37/2004,2006-01-09,720,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/381/2004,2006-01-09,404,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/148/2006,2012-01-09,2107,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/193/2007,2012-01-09,1679,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2006,2012-01-09,2191,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/323/2011,2012-01-09,49,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/357/2010,2012-01-09,404,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2012,https://dati.cortecostituzionale.it/ontology/Pronuncia/381/2004,2012-01-09,2595,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/104/2019,2019-12-04,259,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/175/2018,2019-12-04,532,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/281/2011,2019-12-04,2970,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/2/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/90/2018,2019-12-04,623,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1963,https://dati.cortecostituzionale.it/ontology/Pronuncia/2/1962,1963-03-05,406,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1986,https://dati.cortecostituzionale.it/ontology/Pronuncia/238/1984,1986-01-22,558,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/151/1981,1992-01-22,3843,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/184/1982,1992-01-22,3376,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/199/1981,1992-01-22,3709,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,1992-01-22,1017,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/276/1986,1992-01-22,1863,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/307/1985,1992-01-22,2255,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/333/1989,1992-01-22,979,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/366/1985,1992-01-22,2226,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/387/1989,1992-01-22,932,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/394/1988,1992-01-22,1400,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/20/1992,https://dati.cortecostituzionale.it/ontology/Pronuncia/786/1988,1992-01-22,1309,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1967,1976-07-15,3307,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/107/1971,1976-07-15,1884,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/109/1967,1976-07-15,3307,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/77/1967,1976-07-15,3318,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1976,https://dati.cortecostituzionale.it/ontology/Pronuncia/99/1968,1976-07-15,2935,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/32/1975,1987-05-22,4474,10
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2014,https://dati.cortecostituzionale.it/ontology/Pronuncia/158/2013,2014-07-09,387,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2014,https://dati.cortecostituzionale.it/ontology/Pronuncia/73/2011,2014-07-09,1232,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/11/2008,2021-09-23,5001,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,2021-09-23,429,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/247/2011,2021-09-23,3718,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/280/2005,2021-09-23,5922,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/200/2021,https://dati.cortecostituzionale.it/ontology/Pronuncia/356/2008,2021-09-23,4719,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/1970,https://dati.cortecostituzionale.it/ontology/Pronuncia/50/1965,1970-12-18,2011,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/1975,https://dati.cortecostituzionale.it/ontology/Pronuncia/144/1972,1975-06-27,1086,10
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/1975,https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1972,1975-06-27,925,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/1975,https://dati.cortecostituzionale.it/ontology/Pronuncia/70/1960,1975-06-27,5316,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/211/1998,2000-06-08,750,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2014,https://dati.cortecostituzionale.it/ontology/Pronuncia/142/2014,2014-07-09,51,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2014,https://dati.cortecostituzionale.it/ontology/Pronuncia/304/2013,2014-07-09,217,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1997,2020-07-21,8504,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/131/1991,2020-07-21,10718,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/181/2017,2020-07-21,1126,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/21/1961,2020-07-21,21669,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/410/1995,2020-07-21,9133,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/5/1998,2020-07-21,8212,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/201/2020,https://dati.cortecostituzionale.it/ontology/Pronuncia/53/2001,2020-07-21,7090,3
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/151/1981,1989-04-10,2826,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/184/1982,1989-04-10,2359,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/199/1981,1989-04-10,2692,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/307/1985,1989-04-10,1238,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/366/1985,1989-04-10,1209,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/247/1989,1990-04-04,324,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/1993,https://dati.cortecostituzionale.it/ontology/Pronuncia/178/1992,1993-04-21,384,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/439/1999,2000-06-08,199,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/441/1999,2000-06-08,199,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/111/1998,2001-06-04,1152,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/164/1981,2001-06-04,7263,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/210/1983,2001-06-04,6549,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/243/1982,2001-06-04,6741,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/293/1985,2001-06-04,5683,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,2001-06-04,8818,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2001,https://dati.cortecostituzionale.it/ontology/Pronuncia/9/1981,2001-06-04,7438,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1999,2003-06-03,1597,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/154/1999,2003-06-03,1496,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/176/1992,2003-06-03,4079,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/27/2001,2003-06-03,860,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1997,2003-06-03,1995,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2003,https://dati.cortecostituzionale.it/ontology/Pronuncia/86/1985,2003-06-03,6642,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/22/2003,2006-05-03,1203,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2006,https://dati.cortecostituzionale.it/ontology/Pronuncia/354/2001,2006-05-03,1639,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/202/2007,https://dati.cortecostituzionale.it/ontology/Pronuncia/37/2004,2007-06-06,1233,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1970,https://dati.cortecostituzionale.it/ontology/Pronuncia/42/1964,1970-12-18,2388,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1970,https://dati.cortecostituzionale.it/ontology/Pronuncia/93/1964,1970-12-18,2220,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/243/1982,1983-06-23,185,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/63/1977,1983-06-23,2262,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1983,https://dati.cortecostituzionale.it/ontology/Pronuncia/85/1980,1983-06-23,1113,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/198/1976,1988-02-10,4227,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/200/1972,1988-02-10,5536,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/439/1999,2000-06-08,199,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/441/1999,2000-06-08,199,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,https://dati.cortecostituzionale.it/ontology/Pronuncia/124/2006,2011-06-22,1920,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,https://dati.cortecostituzionale.it/ontology/Pronuncia/275/2005,2011-06-22,2179,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,https://dati.cortecostituzionale.it/ontology/Pronuncia/346/2003,2011-06-22,2767,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/1997,2011-06-22,4936,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/203/2011,https://dati.cortecostituzionale.it/ontology/Pronuncia/46/2009,2011-06-22,863,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/204/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/271/1986,1987-05-22,157,4
https://dati.cortecostituzionale.it/ontology/Pronuncia/204/2000,https://dati.cortecostituzionale.it/ontology/Pronuncia/437/1995,2000-06-08,1737,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/1987,https://dati.cortecostituzionale.it/ontology/Pronuncia/13/1970,1987-05-22,6322,8
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/151/2016,2016-07-06,64,5
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/155/2006,2016-07-06,3745,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/26/2014,2016-07-06,877,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/298/2009,2016-07-06,2424,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/431/2004,2016-07-06,4220,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/44/2014,2016-07-06,849,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/69/2016,2016-07-06,147,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/205/2016,https://dati.cortecostituzionale.it/ontology/Pronuncia/82/2015,2016-07-06,469,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/206/1990,https://dati.cortecostituzionale.it/ontology/Pronuncia/103/1990,1990-04-04,42,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/206/1991,https://dati.cortecostituzionale.it/ontology/Pronuncia/51/1988,1991-04-23,1195,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/207/1972,https://dati.cortecostituzionale.it/ontology/Pronuncia/10/1969,1972-12-14,1414,2
https://dati.cortecostituzionale.it/ontology/Pronuncia/207/1988,https://dati.cortecostituzionale.it/ontology/Pronuncia/348/1987,1988-02-11,119,1
https://dati.cortecostituzionale.it/ontology/Pronuncia/207/1989,https://dati.cortecostituzionale.it/ontology/Pronuncia/400/1987,1989-04-12,518,2
